,closeMid,complete,highMid,lowMid,openMid,time,volume
87,0.989565,True,0.99256,0.9877,0.990005,2005-04-04T21:00:00.000000Z,55999
88,0.98634,True,0.99148,0.98502,0.989565,2005-04-05T21:00:00.000000Z,57899
89,0.987065,True,0.98804,0.9815,0.98634,2005-04-06T21:00:00.000000Z,60176
90,0.974375,True,0.99014,0.97409,0.987065,2005-04-07T21:00:00.000000Z,60766
91,0.974375,True,0.97437,0.97437,0.974375,2005-04-08T21:00:00.000000Z,2
92,0.974275,True,0.97513,0.97342,0.975135,2005-04-09T21:00:00.000000Z,281
93,0.967725,True,0.97756,0.96325,0.974275,2005-04-10T21:00:00.000000Z,53174
94,0.968665,True,0.97546,0.96557,0.967445,2005-04-11T21:00:00.000000Z,58498
95,0.969135,True,0.97504,0.96772,0.968755,2005-04-12T21:00:00.000000Z,58080
96,0.977565,True,0.97991,0.96876,0.969135,2005-04-13T21:00:00.000000Z,59969
97,0.96302,True,0.97933,0.96209,0.97766,2005-04-14T21:00:00.000000Z,60875
98,0.962745,True,0.962745,0.962745,0.962745,2005-04-15T21:00:00.000000Z,1
99,0.964225,True,0.96478,0.96182,0.961815,2005-04-16T21:00:00.000000Z,232
100,0.951795,True,0.96576,0.94899,0.964225,2005-04-17T21:00:00.000000Z,60661
101,0.954425,True,0.95534,0.94962,0.951795,2005-04-18T21:00:00.000000Z,60836
102,0.948545,True,0.9579,0.94818,0.95461,2005-04-19T21:00:00.000000Z,61250
103,0.95488,True,0.95634,0.94719,0.948455,2005-04-20T21:00:00.000000Z,65099
104,0.95648,True,0.95937,0.95297,0.95488,2005-04-21T21:00:00.000000Z,55176
105,0.95657,True,0.95657,0.95657,0.95657,2005-04-22T21:00:00.000000Z,3
106,0.95795,True,0.95942,0.95492,0.95639,2005-04-23T21:00:00.000000Z,678
107,0.95946,True,0.96251,0.95625,0.95776,2005-04-24T21:00:00.000000Z,56715
108,0.95329,True,0.9607,0.95242,0.95937,2005-04-25T21:00:00.000000Z,55274
109,0.954835,True,0.959,0.95242,0.95329,2005-04-26T21:00:00.000000Z,63335
110,0.9527,True,0.95534,0.95016,0.954925,2005-04-27T21:00:00.000000Z,62684
111,0.94994,True,0.95306,0.94558,0.9527,2005-04-28T21:00:00.000000Z,62774
112,0.94994,True,0.94994,0.94994,0.94994,2005-04-29T21:00:00.000000Z,2
113,0.95012,True,0.95111,0.94931,0.94931,2005-04-30T21:00:00.000000Z,198
114,0.95502,True,0.9568,0.94755,0.95012,2005-05-01T21:00:00.000000Z,44088
115,0.957575,True,0.95781,0.95233,0.95502,2005-05-02T21:00:00.000000Z,56311
116,0.95689,True,0.95767,0.94994,0.957485,2005-05-03T21:00:00.000000Z,59725
117,0.95818,True,0.96186,0.95461,0.95689,2005-05-04T21:00:00.000000Z,56142
118,0.97144,True,0.97371,0.95772,0.95818,2005-05-05T21:00:00.000000Z,54614
119,0.97144,True,0.97144,0.97144,0.97144,2005-05-06T21:00:00.000000Z,2
120,0.971725,True,0.972,0.97144,0.97182,2005-05-07T21:00:00.000000Z,184
121,0.973945,True,0.97551,0.97008,0.97163,2005-05-08T21:00:00.000000Z,45507
122,0.971205,True,0.97561,0.96942,0.973945,2005-05-09T21:00:00.000000Z,46816
123,0.965575,True,0.97167,0.96334,0.971205,2005-05-10T21:00:00.000000Z,53523
124,0.97163,True,0.97352,0.96539,0.96567,2005-05-11T21:00:00.000000Z,53951
125,0.96693,True,0.97656,0.96684,0.97163,2005-05-12T21:00:00.000000Z,59738
126,0.96693,True,0.96693,0.96693,0.96693,2005-05-13T21:00:00.000000Z,2
127,0.96768,True,0.96974,0.96665,0.96665,2005-05-14T21:00:00.000000Z,1144
128,0.962185,True,0.97078,0.96098,0.967305,2005-05-15T21:00:00.000000Z,51509
129,0.968615,True,0.96908,0.9595,0.962185,2005-05-16T21:00:00.000000Z,52764
130,0.966835,True,0.96965,0.96422,0.968615,2005-05-17T21:00:00.000000Z,49991
131,0.97031,True,0.97116,0.9639,0.96693,2005-05-18T21:00:00.000000Z,41024
132,0.974565,True,0.97809,0.97016,0.97031,2005-05-19T21:00:00.000000Z,44990
133,0.974755,True,0.974755,0.974755,0.974755,2005-05-20T21:00:00.000000Z,1
134,0.974945,True,0.9758,0.97286,0.973425,2005-05-21T21:00:00.000000Z,814
135,0.97828,True,0.97972,0.97428,0.975035,2005-05-22T21:00:00.000000Z,43926
136,0.97566,True,0.97924,0.97191,0.97828,2005-05-23T21:00:00.000000Z,55537
137,0.970215,True,0.97723,0.96871,0.97556,2005-05-24T21:00:00.000000Z,52895
138,0.975705,True,0.97628,0.96974,0.96993,2005-05-25T21:00:00.000000Z,52495
139,0.981065,True,0.98338,0.97428,0.975705,2005-05-26T21:00:00.000000Z,49978
140,0.981065,True,0.98106,0.98106,0.981065,2005-05-27T21:00:00.000000Z,7
141,0.9803,True,0.98415,0.97982,0.98155,2005-05-28T21:00:00.000000Z,2333
142,0.985995,True,0.98706,0.97962,0.9803,2005-05-29T21:00:00.000000Z,31834
143,0.994775,True,0.99646,0.98469,0.986095,2005-05-30T21:00:00.000000Z,66782
144,1.007455,True,1.00837,0.9928,0.994775,2005-05-31T21:00:00.000000Z,58126
145,1.00281,True,1.00923,0.99681,1.007455,2005-06-01T21:00:00.000000Z,64080
146,1.004625,True,1.00755,0.99995,1.00281,2005-06-02T21:00:00.000000Z,46968
147,1.004625,True,1.00462,1.00462,1.004625,2005-06-03T21:00:00.000000Z,2
148,1.004925,True,1.00684,1.00391,1.003915,2005-06-04T21:00:00.000000Z,1083
149,1.003715,True,1.00564,0.9992,1.004925,2005-06-05T21:00:00.000000Z,50628
150,0.9997,True,1.00533,0.9978,1.003715,2005-06-06T21:00:00.000000Z,52083
151,1.00311,True,1.00401,0.99562,0.9997,2005-06-07T21:00:00.000000Z,58947
152,0.9981,True,1.00331,0.99681,1.00311,2005-06-08T21:00:00.000000Z,57487
153,1.01389,True,1.01698,0.99632,0.9981,2005-06-09T21:00:00.000000Z,58183
154,1.013995,True,1.01399,1.01399,1.013995,2005-06-10T21:00:00.000000Z,4
155,1.014715,True,1.01512,1.01133,1.01317,2005-06-11T21:00:00.000000Z,1100
156,1.012355,True,1.01688,1.01132,1.014715,2005-06-12T21:00:00.000000Z,57514
157,1.01989,True,1.02051,1.00908,1.012355,2005-06-13T21:00:00.000000Z,60910
158,1.02817,True,1.02891,1.01771,1.01968,2005-06-14T21:00:00.000000Z,64376
159,1.02923,True,1.03156,1.02407,1.02817,2005-06-15T21:00:00.000000Z,64061
160,1.023225,True,1.03008,1.02082,1.02923,2005-06-16T21:00:00.000000Z,63413
161,1.023225,True,1.02322,1.02322,1.023225,2005-06-17T21:00:00.000000Z,5
162,1.02643,True,1.0305,1.02312,1.023545,2005-06-18T21:00:00.000000Z,1506
163,1.02849,True,1.03402,1.02412,1.02643,2005-06-19T21:00:00.000000Z,56877
164,1.02754,True,1.03444,1.02543,1.028595,2005-06-20T21:00:00.000000Z,68463
165,1.03029,True,1.03305,1.02375,1.02743,2005-06-21T21:00:00.000000Z,65504
166,1.037995,True,1.03993,1.02711,1.03029,2005-06-22T21:00:00.000000Z,64380
167,1.032845,True,1.0421,1.0321,1.037995,2005-06-23T21:00:00.000000Z,61068
168,1.03295,True,1.03295,1.03295,1.03295,2005-06-24T21:00:00.000000Z,1
169,1.03242,True,1.03434,1.03199,1.033595,2005-06-25T21:00:00.000000Z,908
170,1.031035,True,1.03327,1.02344,1.03242,2005-06-26T21:00:00.000000Z,58371
171,1.039935,True,1.04188,1.02786,1.031035,2005-06-27T21:00:00.000000Z,64254
172,1.04395,True,1.04668,1.03745,1.039935,2005-06-28T21:00:00.000000Z,61132
173,1.04597,True,1.04844,1.03961,1.04395,2005-06-29T21:00:00.000000Z,69687
174,1.043735,True,1.05108,1.04166,1.04608,2005-06-30T21:00:00.000000Z,62046
175,1.04297,True,1.04416,1.04166,1.043735,2005-07-02T21:00:00.000000Z,1040
176,1.050915,True,1.0518,1.04058,1.042865,2005-07-03T21:00:00.000000Z,44999
177,1.048605,True,1.05352,1.04575,1.050915,2005-07-04T21:00:00.000000Z,63776
178,1.05241,True,1.05574,1.04624,1.048495,2005-07-05T21:00:00.000000Z,57211
179,1.0568,True,1.05859,1.0414,1.05241,2005-07-06T21:00:00.000000Z,60556
180,1.065985,True,1.06963,1.05524,1.0568,2005-07-07T21:00:00.000000Z,67775
181,1.065645,True,1.06576,1.06473,1.06553,2005-07-09T21:00:00.000000Z,931
182,1.05703,True,1.06872,1.0568,1.065645,2005-07-10T21:00:00.000000Z,60427
183,1.05619,True,1.061,1.05186,1.05703,2005-07-11T21:00:00.000000Z,70669
184,1.067805,True,1.07072,1.05496,1.05619,2005-07-12T21:00:00.000000Z,62360
185,1.06383,True,1.07377,1.06338,1.067805,2005-07-13T21:00:00.000000Z,65294
186,1.06157,True,1.0686,1.05954,1.06383,2005-07-14T21:00:00.000000Z,60073
187,1.06157,True,1.06157,1.06157,1.06157,2005-07-15T21:00:00.000000Z,2
188,1.061685,True,1.06213,1.06011,1.061685,2005-07-16T21:00:00.000000Z,186
189,1.06451,True,1.06564,1.05708,1.061685,2005-07-17T21:00:00.000000Z,54073
190,1.065645,True,1.07158,1.0619,1.06451,2005-07-18T21:00:00.000000Z,61242
191,1.05435,True,1.06701,1.05048,1.065645,2005-07-19T21:00:00.000000Z,69225
192,1.05613,True,1.06044,1.04828,1.05424,2005-07-20T21:00:00.000000Z,74412
193,1.063265,True,1.06621,1.05263,1.05613,2005-07-21T21:00:00.000000Z,62373
194,1.062925,True,1.06326,1.06292,1.062925,2005-07-22T21:00:00.000000Z,6
195,1.063945,True,1.06406,1.0627,1.062925,2005-07-23T21:00:00.000000Z,79
196,1.06383,True,1.0669,1.06067,1.063945,2005-07-24T21:00:00.000000Z,54919
197,1.056415,True,1.06632,1.05496,1.06383,2005-07-25T21:00:00.000000Z,63506
198,1.04745,True,1.05965,1.0457,1.056415,2005-07-26T21:00:00.000000Z,65733
199,1.04515,True,1.05296,1.04123,1.04745,2005-07-27T21:00:00.000000Z,64149
200,1.054075,True,1.05452,1.04357,1.04526,2005-07-28T21:00:00.000000Z,64643
201,1.054075,True,1.054075,1.054075,1.054075,2005-07-29T21:00:00.000000Z,1
202,1.054855,True,1.0553,1.05108,1.054185,2005-07-30T21:00:00.000000Z,756
203,1.05552,True,1.05652,1.04504,1.054855,2005-07-31T21:00:00.000000Z,68187
204,1.04822,True,1.05652,1.04811,1.05552,2005-08-01T21:00:00.000000Z,69811
205,1.036595,True,1.05385,1.03637,1.04822,2005-08-02T21:00:00.000000Z,71656
206,1.036695,True,1.04264,1.03519,1.036595,2005-08-03T21:00:00.000000Z,66205
207,1.03767,True,1.04156,1.03002,1.036695,2005-08-04T21:00:00.000000Z,61713
208,1.03756,True,1.03767,1.03756,1.03767,2005-08-05T21:00:00.000000Z,5
209,1.03853,True,1.04015,1.03745,1.03745,2005-08-06T21:00:00.000000Z,159
210,1.038095,True,1.04134,1.03648,1.03842,2005-08-07T21:00:00.000000Z,55752
211,1.039065,True,1.04015,1.03231,1.038095,2005-08-08T21:00:00.000000Z,53824
212,1.037995,True,1.04123,1.03071,1.039065,2005-08-09T21:00:00.000000Z,52175
213,1.037885,True,1.04123,1.03466,1.037995,2005-08-10T21:00:00.000000Z,53514
214,1.041885,True,1.04668,1.03444,1.037885,2005-08-11T21:00:00.000000Z,48752
215,1.0421,True,1.04232,1.04188,1.041885,2005-08-12T21:00:00.000000Z,5
216,1.039825,True,1.04286,1.03939,1.04232,2005-08-13T21:00:00.000000Z,242
217,1.0457,True,1.04954,1.03993,1.04004,2005-08-14T21:00:00.000000Z,40129
218,1.04657,True,1.05197,1.04389,1.045915,2005-08-15T21:00:00.000000Z,50338
219,1.04015,True,1.05053,1.03993,1.04657,2005-08-16T21:00:00.000000Z,54945
220,1.04297,True,1.04477,1.03853,1.040045,2005-08-17T21:00:00.000000Z,53672
221,1.053185,True,1.0534,1.04177,1.04297,2005-08-18T21:00:00.000000Z,46028
222,1.053185,True,1.05318,1.05318,1.053185,2005-08-19T21:00:00.000000Z,2
223,1.051965,True,1.05307,1.05108,1.053075,2005-08-20T21:00:00.000000Z,209
224,1.056635,True,1.05741,1.0491,1.051965,2005-08-21T21:00:00.000000Z,44930
225,1.060445,True,1.06394,1.05496,1.056635,2005-08-22T21:00:00.000000Z,47247
226,1.061795,True,1.06508,1.05831,1.060445,2005-08-23T21:00:00.000000Z,52518
227,1.053965,True,1.06372,1.05308,1.061905,2005-08-24T21:00:00.000000Z,54262
228,1.0491,True,1.05596,1.04745,1.053965,2005-08-25T21:00:00.000000Z,48964
229,1.04921,True,1.04921,1.04888,1.04888,2005-08-26T21:00:00.000000Z,4
230,1.05086,True,1.05163,1.04723,1.04932,2005-08-27T21:00:00.000000Z,268
231,1.0577,True,1.06016,1.04921,1.05086,2005-08-28T21:00:00.000000Z,44058
232,1.065415,True,1.06724,1.05546,1.05759,2005-08-29T21:00:00.000000Z,53411
233,1.05485,True,1.06678,1.05441,1.065305,2005-08-30T21:00:00.000000Z,58015
234,1.04297,True,1.0563,1.0421,1.05485,2005-08-31T21:00:00.000000Z,58127
235,1.035625,True,1.04548,1.03284,1.04286,2005-09-01T21:00:00.000000Z,55829
236,1.035735,True,1.03573,1.03573,1.035735,2005-09-02T21:00:00.000000Z,2
237,1.034125,True,1.03562,1.0338,1.035625,2005-09-03T21:00:00.000000Z,97
238,1.03552,True,1.03874,1.03114,1.034125,2005-09-04T21:00:00.000000Z,33543
239,1.04134,True,1.04264,1.03536,1.035625,2005-09-05T21:00:00.000000Z,55115
240,1.045915,True,1.04756,1.0374,1.041235,2005-09-06T21:00:00.000000Z,57875
241,1.05374,True,1.05441,1.04406,1.046025,2005-09-07T21:00:00.000000Z,49233
242,1.05552,True,1.05909,1.04932,1.05374,2005-09-08T21:00:00.000000Z,54298
243,1.05563,True,1.05574,1.05563,1.05563,2005-09-09T21:00:00.000000Z,3
244,1.05697,True,1.05719,1.05374,1.055185,2005-09-10T21:00:00.000000Z,515
245,1.059435,True,1.06258,1.0563,1.05697,2005-09-11T21:00:00.000000Z,49007
246,1.067465,True,1.07032,1.05708,1.059545,2005-09-12T21:00:00.000000Z,54458
247,1.06553,True,1.06895,1.06202,1.067465,2005-09-13T21:00:00.000000Z,51016
248,1.06975,True,1.07141,1.06473,1.06553,2005-09-14T21:00:00.000000Z,53962
249,1.07677,True,1.07747,1.06462,1.06952,2005-09-15T21:00:00.000000Z,52234
250,1.07677,True,1.07677,1.07666,1.07677,2005-09-16T21:00:00.000000Z,12
251,1.0784,True,1.08178,1.07677,1.07689,2005-09-17T21:00:00.000000Z,1235
252,1.09445,True,1.09481,1.0777,1.0784,2005-09-18T21:00:00.000000Z,51345
253,1.09517,True,1.09673,1.08968,1.09445,2005-09-19T21:00:00.000000Z,53864
254,1.08802,True,1.09673,1.08483,1.09517,2005-09-20T21:00:00.000000Z,53975
255,1.091345,True,1.09673,1.08542,1.08802,2005-09-21T21:00:00.000000Z,56125
256,1.10436,True,1.10522,1.08968,1.091345,2005-09-22T21:00:00.000000Z,52461
257,1.104,True,1.10436,1.10375,1.10436,2005-09-23T21:00:00.000000Z,10
258,1.102415,True,1.10461,1.10132,1.104,2005-09-24T21:00:00.000000Z,309
259,1.099505,True,1.10497,1.09505,1.102535,2005-09-25T21:00:00.000000Z,53657
260,1.10035,True,1.10692,1.09866,1.099505,2005-09-26T21:00:00.000000Z,58052
261,1.100715,True,1.10326,1.09541,1.10035,2005-09-27T21:00:00.000000Z,58926
262,1.104365,True,1.10754,1.09794,1.100715,2005-09-28T21:00:00.000000Z,51378
263,1.11235,True,1.11607,1.10168,1.104365,2005-09-29T21:00:00.000000Z,55378
264,1.11247,True,1.11247,1.11235,1.11235,2005-09-30T21:00:00.000000Z,3
265,1.112225,True,1.11309,1.11123,1.11235,2005-10-01T21:00:00.000000Z,263
266,1.11632,True,1.12057,1.11086,1.112225,2005-10-02T21:00:00.000000Z,51614
267,1.109755,True,1.11995,1.10889,1.116445,2005-10-03T21:00:00.000000Z,50490
268,1.09373,True,1.11086,1.0929,1.109755,2005-10-04T21:00:00.000000Z,53055
269,1.07596,True,1.09373,1.07388,1.09373,2005-10-05T21:00:00.000000Z,67750
270,1.08826,True,1.09111,1.0755,1.07596,2005-10-06T21:00:00.000000Z,55112
271,1.08826,True,1.08826,1.08826,1.08826,2005-10-07T21:00:00.000000Z,1
272,1.08968,True,1.09086,1.08814,1.08814,2005-10-08T21:00:00.000000Z,214
273,1.091225,True,1.09685,1.08448,1.08968,2005-10-09T21:00:00.000000Z,41321
274,1.09637,True,1.09806,1.08897,1.091225,2005-10-10T21:00:00.000000Z,53668
275,1.09975,True,1.10326,1.09577,1.09625,2005-10-11T21:00:00.000000Z,55121
276,1.089325,True,1.10546,1.08743,1.09975,2005-10-12T21:00:00.000000Z,60369
277,1.08272,True,1.09397,1.07828,1.089325,2005-10-13T21:00:00.000000Z,54715
278,1.082835,True,1.08283,1.08272,1.08272,2005-10-14T21:00:00.000000Z,2
279,1.082365,True,1.08354,1.08201,1.082605,2005-10-15T21:00:00.000000Z,148
280,1.09541,True,1.09745,1.08038,1.082365,2005-10-16T21:00:00.000000Z,50600
281,1.102655,True,1.10448,1.09469,1.09541,2005-10-17T21:00:00.000000Z,54788
282,1.101445,True,1.10705,1.0989,1.102655,2005-10-18T21:00:00.000000Z,59556
283,1.0929,True,1.1068,1.09278,1.101445,2005-10-19T21:00:00.000000Z,56171
284,1.08755,True,1.09493,1.08518,1.0929,2005-10-20T21:00:00.000000Z,58227
285,1.087665,True,1.08766,1.08755,1.08755,2005-10-21T21:00:00.000000Z,4
286,1.08873,True,1.08968,1.08583,1.087785,2005-10-22T21:00:00.000000Z,255
287,1.084955,True,1.09254,1.08026,1.08873,2005-10-23T21:00:00.000000Z,51829
288,1.086605,True,1.08944,1.08154,1.084955,2005-10-24T21:00:00.000000Z,44392
289,1.09661,True,1.09721,1.08201,1.086605,2005-10-25T21:00:00.000000Z,60171
290,1.085775,True,1.09781,1.08542,1.09661,2005-10-26T21:00:00.000000Z,62219
291,1.087785,True,1.09134,1.08354,1.085655,2005-10-27T21:00:00.000000Z,53815
292,1.0879,True,1.0879,1.08778,1.0879,2005-10-28T21:00:00.000000Z,10
293,1.087665,True,1.08956,1.08731,1.08814,2005-10-29T21:00:00.000000Z,403
294,1.090035,True,1.09697,1.08625,1.08802,2005-10-30T22:00:00.000000Z,56838
295,1.09613,True,1.09842,1.0879,1.090035,2005-10-31T22:00:00.000000Z,58455
296,1.083305,True,1.09637,1.08143,1.09601,2005-11-01T22:00:00.000000Z,54857
297,1.09349,True,1.09493,1.08236,1.083305,2005-11-02T22:00:00.000000Z,51366
298,1.10473,True,1.11123,1.0917,1.093375,2005-11-03T22:00:00.000000Z,58175
299,1.10473,True,1.10473,1.10473,1.10473,2005-11-04T22:00:00.000000Z,5
300,1.10473,True,1.10534,1.10241,1.10497,2005-11-05T22:00:00.000000Z,621
301,1.09999,True,1.10717,1.09806,1.10473,2005-11-06T22:00:00.000000Z,57390
302,1.106685,True,1.10766,1.09637,1.09999,2005-11-07T22:00:00.000000Z,64364
303,1.104365,True,1.10827,1.09999,1.106685,2005-11-08T22:00:00.000000Z,56820
304,1.104485,True,1.10717,1.0995,1.104365,2005-11-09T22:00:00.000000Z,54791
305,1.10193,True,1.1068,1.1012,1.104485,2005-11-10T22:00:00.000000Z,40452
306,1.10193,True,1.10193,1.10193,1.10193,2005-11-11T22:00:00.000000Z,7
307,1.103145,True,1.10351,1.10193,1.10193,2005-11-12T22:00:00.000000Z,473
308,1.10485,True,1.10546,1.09637,1.103145,2005-11-13T22:00:00.000000Z,59405
309,1.103995,True,1.10766,1.10265,1.10485,2005-11-14T22:00:00.000000Z,57469
310,1.11037,True,1.11296,1.1029,1.104115,2005-11-15T22:00:00.000000Z,55804
